comp_type,composition,id,energyperatom
112,Mg2Cl1P1,Mg2Cl1P1_sg2_icsd_035676_1,-3.52709674875
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_642437_1,-3.36593504
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_061381_1,-3.56247307875
112,Mg2Cl1P1,Mg2Cl1P1_sg53_icsd_071063_1,-3.2334436425
112,Mg2Cl1P1,Mg2Cl1P1_sg146_icsd_174547_1,-3.5519023950000004
112,Mg2Cl1P1,Mg2Cl1P1_sg113_icsd_160121_1,-3.49889030625
112,Mg2Cl1P1,Mg2Cl1P1_sg112_icsd_073376_1,-3.135626605
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_165561_2,-2.995149784375
112,Mg2Cl1P1,Mg2Cl1P1_sg64_icsd_170268_1,-3.4638596984375
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_025588_2,-3.1195156925
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_410733_2,-3.2837029553125
112,Mg2Cl1P1,Mg2Cl1P1_sg64_icsd_071196_2,-3.464152861875
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_080372_1,-3.57309381375
112,Mg2Cl1P1,Mg2Cl1P1_sg138_icsd_105934_2,-3.1799260825
112,Mg2Cl1P1,Mg2Cl1P1_sg61_icsd_411067_2,-3.5539793903125
112,Mg2Cl1P1,Mg2Cl1P1_sg198_icsd_166256_1,-3.415332286875
112,Mg2Cl1P1,Mg2Cl1P1_sg3_icsd_152619_1,-3.632412381875
112,Mg2Cl1P1,Mg2Cl1P1_sg44_icsd_076000_2,-3.34643079875
112,Mg2Cl1P1,Mg2Cl1P1_sg38_icsd_617582_2,-3.24072458125
112,Mg2Cl1P1,Mg2Cl1P1_sg96_icsd_401086_1,-3.40795735375
112,Mg2Cl1P1,Mg2Cl1P1_sg166_icsd_073482_2,-3.5886078725000004
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_042927_1,-3.502170055
112,Mg2Cl1P1,Mg2Cl1P1_sg156_icsd_183791_2,-3.3343863675
112,Mg2Cl1P1,Mg2Cl1P1_sg146_icsd_014276_1,-3.3643407683333333
112,Mg2Cl1P1,Mg2Cl1P1_sg74_icsd_152544_1,-3.37236344875
112,Mg2Cl1P1,Mg2Cl1P1_sg4_icsd_109001_1,-3.644014358125
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_024380_2,-2.56504594125
112,Mg2Cl1P1,Mg2Cl1P1_sg82_icsd_153485_1,-3.413862865625
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_016325_1,-3.335647005
112,Mg2Cl1P1,Mg2Cl1P1_sg77_icsd_169858_2,-3.620678909375
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_644993_2,-3.4241482275
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_061381_2,-3.3515945266666667
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_165558_2,-3.295032638125
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_246585_1,-3.48846148875
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_000262_2,-3.64361895125
112,Mg2Cl1P1,Mg2Cl1P1_sg23_icsd_037026_1,-3.553303948125
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_642437_2,-3.4561994677083336
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_026286_1,-3.414056255
112,Mg2Cl1P1,Mg2Cl1P1_sg47_icsd_015115_1,-3.3217727225
112,Mg2Cl1P1,Mg2Cl1P1_sg216_icsd_643329_2,-3.180204856875
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_076202_2,-3.1629519575
112,Mg2Cl1P1,Mg2Cl1P1_sg14_icsd_627631_2,-3.622327854375
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_043278_2,-3.2838937300000004
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_074702_1,-3.360633875
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_056836_1,-3.6307236534375
112,Mg2Cl1P1,Mg2Cl1P1_sg119_icsd_150822_1,-3.31847989
112,Mg2Cl1P1,Mg2Cl1P1_sg44_icsd_076000_1,-3.34864318375
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_016324_2,-3.540998555625
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_080312_2,-3.501640676875
112,Mg2Cl1P1,Mg2Cl1P1_sg14_icsd_093880_2,-3.58193935
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_650140_1,-3.536422308958333
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_027090_2,-3.644561189375
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_418279_1,-3.44567397375
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_063588_2,-3.27956444125
112,Mg2Cl1P1,Mg2Cl1P1_sg146_icsd_014276_2,-3.4635855897222223
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_025588_1,-3.23346322625
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_000262_1,-3.6435009975
112,Mg2Cl1P1,Mg2Cl1P1_sg65_icsd_009389_1,-3.032471235625
112,Mg2Cl1P1,Mg2Cl1P1_sg163_icsd_075971_2,-3.34030034125
112,Mg2Cl1P1,Mg2Cl1P1_sg191_icsd_092308_1,-3.50055496
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_074702_2,-3.3606526825
112,Mg2Cl1P1,Mg2Cl1P1_sg109_icsd_027091_2,-3.64455963625
112,Mg2Cl1P1,Mg2Cl1P1_sg154_icsd_069739_2,-3.63498086
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_075515_1,-2.975426031875
112,Mg2Cl1P1,Mg2Cl1P1_sg131_icsd_412040_1,-2.458906655
112,Mg2Cl1P1,Mg2Cl1P1_sg5_icsd_085130_2,-3.6313204559375
112,Mg2Cl1P1,Mg2Cl1P1_sg139_icsd_039304_1,-3.252557908125
112,Mg2Cl1P1,Mg2Cl1P1_sg225_icsd_165739_2,-3.146795805625
112,Mg2Cl1P1,Mg2Cl1P1_sg28_icsd_071842_1,-3.24496416125
112,Mg2Cl1P1,Mg2Cl1P1_sg13_icsd_016646_2,-3.29053618375
112,Mg2Cl1P1,Mg2Cl1P1_sg160_icsd_644994_2,-3.529289205
112,Mg2Cl1P1,Mg2Cl1P1_sg146_icsd_174547_2,-3.405436005
112,Mg2Cl1P1,Mg2Cl1P1_sg6_icsd_164853_2,-3.5665184591666663
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_016325_2,-3.3355396725
112,Mg2Cl1P1,Mg2Cl1P1_sg113_icsd_160121_2,-3.534036095
112,Mg2Cl1P1,Mg2Cl1P1_sg87_icsd_167358_2,-3.59483326375
112,Mg2Cl1P1,Mg2Cl1P1_sg8_icsd_026764_2,-3.4199753375
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_423545_2,-3.4192780146875
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_040486_1,-3.5666829459375
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_170343_1,-3.4000801990625
112,Mg2Cl1P1,Mg2Cl1P1_sg36_icsd_001545_1,-3.5804581775
112,Mg2Cl1P1,Mg2Cl1P1_sg109_icsd_027091_1,-3.64455677625
112,Mg2Cl1P1,Mg2Cl1P1_sg44_icsd_009265_2,-3.346950175
112,Mg2Cl1P1,Mg2Cl1P1_sg186_icsd_080029_1,-3.50810028125
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_074698_2,-2.64838293875
112,Mg2Cl1P1,Mg2Cl1P1_sg62_icsd_172852_1,-3.600015873125
112,Mg2Cl1P1,Mg2Cl1P1_sg82_icsd_168792_2,-3.251114441875
112,Mg2Cl1P1,Mg2Cl1P1_sg47_icsd_015115_2,-3.01573824
112,Mg2Cl1P1,Mg2Cl1P1_sg186_icsd_080029_2,-3.626752145
112,Mg2Cl1P1,Mg2Cl1P1_sg138_icsd_105934_1,-3.179926080625
112,Mg2Cl1P1,Mg2Cl1P1_sg57_icsd_183626_2,-3.16936545375
112,Mg2Cl1P1,Mg2Cl1P1_sg182_icsd_068616_2,-3.53386132625
112,Mg2Cl1P1,Mg2Cl1P1_sg180_icsd_090403_1,-2.58874676
112,Mg2Cl1P1,Mg2Cl1P1_sg28_icsd_071842_2,-3.15212937875
112,Mg2Cl1P1,Mg2Cl1P1_sg20_icsd_280555_1,-3.251932528125
112,Mg2Cl1P1,Mg2Cl1P1_sg20_icsd_049007_1,-3.514118431875
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_094443_1,-3.329564530625
112,Mg2Cl1P1,Mg2Cl1P1_sg166_icsd_088573_2,-3.562020641666667
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_026286_2,-3.35355109
112,Mg2Cl1P1,Mg2Cl1P1_sg111_icsd_027653_1,-3.5337770075
112,Mg2Cl1P1,Mg2Cl1P1_sg13_icsd_016646_1,-3.637971039375
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_065483_2,-3.5605663975
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_183794_1,-2.83473242625
112,Mg2Cl1P1,Mg2Cl1P1_sg58_icsd_166341_1,-3.3263430125
112,Mg2Cl1P1,Mg2Cl1P1_sg122_icsd_280523_1,-3.5254482990625
112,Mg2Cl1P1,Mg2Cl1P1_sg137_icsd_245651_1,-3.411890895625
112,Mg2Cl1P1,Mg2Cl1P1_sg112_icsd_073376_2,-3.167872355625
112,Mg2Cl1P1,Mg2Cl1P1_sg215_icsd_167142_2,-2.962666720625
112,Mg2Cl1P1,Mg2Cl1P1_sg8_icsd_169981_1,-3.51448189625
112,Mg2Cl1P1,Mg2Cl1P1_sg29_icsd_404200_2,-3.501160960625
112,Mg2Cl1P1,Mg2Cl1P1_sg29_icsd_404200_1,-3.55645308375
112,Mg2Cl1P1,Mg2Cl1P1_sg119_icsd_150822_2,-3.1090121
112,Mg2Cl1P1,Mg2Cl1P1_sg7_icsd_248117_2,-3.5600650071875
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_418606_1,-3.29635219
112,Mg2Cl1P1,Mg2Cl1P1_sg163_icsd_075971_1,-3.3951244125
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_069124_2,-2.247944525
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_170662_1,-3.49676997
112,Mg2Cl1P1,Mg2Cl1P1_sg152_icsd_050326_1,-3.4976119466666664
112,Mg2Cl1P1,Mg2Cl1P1_sg74_icsd_152544_2,-3.36257391375
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_062614_2,-3.2369391472916664
112,Mg2Cl1P1,Mg2Cl1P1_sg3_icsd_152619_2,-3.63448661125
112,Mg2Cl1P1,Mg2Cl1P1_sg1_icsd_200263_2,-3.63299153
112,Mg2Cl1P1,Mg2Cl1P1_sg2_icsd_056788_1,-3.632998448125
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_062614_1,-3.495969489166667
112,Mg2Cl1P1,Mg2Cl1P1_sg10_icsd_601978_1,-3.1250267875
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_202500_1,-3.583582636875
112,Mg2Cl1P1,Mg2Cl1P1_sg8_icsd_169981_2,-3.50623998625
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_391290_2,-3.499409115
112,Mg2Cl1P1,Mg2Cl1P1_sg14_icsd_627631_1,-3.638653966875
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_030011_1,-3.470863035
112,Mg2Cl1P1,Mg2Cl1P1_sg9_icsd_016578_1,-3.6308429796875
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_165326_1,-3.57092645125
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_632270_2,-3.100662642916667
112,Mg2Cl1P1,Mg2Cl1P1_sg54_icsd_068486_2,-3.560202915625
112,Mg2Cl1P1,Mg2Cl1P1_sg10_icsd_165971_1,-3.339256975
112,Mg2Cl1P1,Mg2Cl1P1_sg19_icsd_152553_1,-3.614002883125
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_076202_1,-3.1629519575
112,Mg2Cl1P1,Mg2Cl1P1_sg65_icsd_092307_2,-1.89165866375
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_418279_2,-3.445832510625
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_016717_1,-3.642112374375
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_056836_2,-3.630791464375
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_074698_1,-3.5115563025
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_035419_2,-3.4967866978125
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_644993_1,-3.4241251000000004
112,Mg2Cl1P1,Mg2Cl1P1_sg82_icsd_173179_1,-3.4652188209375
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_069124_1,-2.08872691
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_415220_1,-3.57667452
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_053234_1,-2.99987315125
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_656838_1,-3.3301095475
112,Mg2Cl1P1,Mg2Cl1P1_sg25_icsd_093041_1,-3.1549887575
112,Mg2Cl1P1,Mg2Cl1P1_sg54_icsd_068486_1,-3.551940911875
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_261608_2,-3.6335120325
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_150299_2,-3.289248273125
112,Mg2Cl1P1,Mg2Cl1P1_sg1_icsd_200263_1,-3.632884364375
112,Mg2Cl1P1,Mg2Cl1P1_sg7_icsd_248117_1,-3.5600683653125
112,Mg2Cl1P1,Mg2Cl1P1_sg36_icsd_009684_1,-2.685949093125
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_246945_2,-3.488097335
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_165626_1,-3.58763564625
112,Mg2Cl1P1,Mg2Cl1P1_sg216_icsd_643329_1,-3.180204864375
112,Mg2Cl1P1,Mg2Cl1P1_sg9_icsd_016578_2,-3.6430650215625
112,Mg2Cl1P1,Mg2Cl1P1_sg166_icsd_033579_1,-3.354756870833333
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_150299_1,-3.590268644375
112,Mg2Cl1P1,Mg2Cl1P1_sg2_icsd_035676_2,-3.3033063975
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_170341_2,-3.6445696953125
112,Mg2Cl1P1,Mg2Cl1P1_sg5_icsd_416669_1,-3.62764801625
112,Mg2Cl1P1,Mg2Cl1P1_sg76_icsd_063063_2,-3.64457075875
112,Mg2Cl1P1,Mg2Cl1P1_sg57_icsd_107616_2,-3.497768595625
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_016324_1,-3.64447555
112,Mg2Cl1P1,Mg2Cl1P1_sg150_icsd_150675_1,-3.4245142975
112,Mg2Cl1P1,Mg2Cl1P1_sg139_icsd_054365_1,-3.1790619375
112,Mg2Cl1P1,Mg2Cl1P1_sg150_icsd_150675_2,-3.424535565
112,Mg2Cl1P1,Mg2Cl1P1_sg131_icsd_412040_2,-2.78609341875
112,Mg2Cl1P1,Mg2Cl1P1_sg162_icsd_030360_1,-3.490483058333333
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_165626_2,-3.4881365475
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_082639_2,-3.48812582125
112,Mg2Cl1P1,Mg2Cl1P1_sg53_icsd_020374_1,-2.95586569125
112,Mg2Cl1P1,Mg2Cl1P1_sg156_icsd_164949_2,-3.4985347225
112,Mg2Cl1P1,Mg2Cl1P1_sg86_icsd_002716_1,-3.485322444375
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_083883_2,-2.55469030625
112,Mg2Cl1P1,Mg2Cl1P1_sg127_icsd_084003_1,-3.15812110125
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_044340_1,-3.588607844166667
112,Mg2Cl1P1,Mg2Cl1P1_sg61_icsd_411067_1,-3.5790192684375
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_421431_2,-3.58059634875
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_102034_2,-3.64244648375
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_102034_1,-3.64524452375
112,Mg2Cl1P1,Mg2Cl1P1_sg108_icsd_153907_1,-3.41881218
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_165558_1,-3.605039264375
112,Mg2Cl1P1,Mg2Cl1P1_sg36_icsd_009684_2,-3.420223245625
112,Mg2Cl1P1,Mg2Cl1P1_sg5_icsd_416669_2,-3.445570541875
112,Mg2Cl1P1,Mg2Cl1P1_sg127_icsd_262836_2,-2.989112150625
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_415220_2,-3.491108354375
112,Mg2Cl1P1,Mg2Cl1P1_sg122_icsd_280523_2,-3.52739364375
112,Mg2Cl1P1,Mg2Cl1P1_sg162_icsd_030360_2,-3.4912733800000004
112,Mg2Cl1P1,Mg2Cl1P1_sg38_icsd_617582_1,-3.28073429
112,Mg2Cl1P1,Mg2Cl1P1_sg127_icsd_262836_1,-3.213807846875
112,Mg2Cl1P1,Mg2Cl1P1_sg65_icsd_092307_1,-2.6164388125
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_165326_2,-3.5710347125
112,Mg2Cl1P1,Mg2Cl1P1_sg138_icsd_059936_1,-3.4445785675
112,Mg2Cl1P1,Mg2Cl1P1_sg115_icsd_183790_1,-3.3414434675
112,Mg2Cl1P1,Mg2Cl1P1_sg2_icsd_015098_2,-3.58187776
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_152483_1,-3.4979188975
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_082993_2,-3.57166231875
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_246945_1,-2.9742020325
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_049652_1,-3.50317606375
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_656838_2,-2.9594878325
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_080372_2,-3.489012109375
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_074703_1,-3.512838205
112,Mg2Cl1P1,Mg2Cl1P1_sg205_icsd_166257_1,-3.167639205625
112,Mg2Cl1P1,Mg2Cl1P1_sg92_icsd_030249_2,-3.482481588125
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_183794_2,-3.29280966125
112,Mg2Cl1P1,Mg2Cl1P1_sg227_icsd_072546_2,-2.9458774678125
112,Mg2Cl1P1,Mg2Cl1P1_sg53_icsd_020374_2,-3.14298725875
112,Mg2Cl1P1,Mg2Cl1P1_sg139_icsd_054365_2,-3.17906192875
112,Mg2Cl1P1,Mg2Cl1P1_sg135_icsd_612628_1,-3.291041765625
112,Mg2Cl1P1,Mg2Cl1P1_sg119_icsd_050819_1,-3.31847361875
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_095144_1,-3.5282197803125
112,Mg2Cl1P1,Mg2Cl1P1_sg11_icsd_026341_2,-3.50087726
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_024885_2,-3.266465116875
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_602832_1,-3.50321948625
112,Mg2Cl1P1,Mg2Cl1P1_sg26_icsd_032648_1,-3.458144016875
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_040486_2,-3.5666510634375
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_043278_1,-3.126141816666667
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_049652_2,-3.58439395125
112,Mg2Cl1P1,Mg2Cl1P1_sg119_icsd_050819_2,-3.10903285625
112,Mg2Cl1P1,Mg2Cl1P1_sg154_icsd_069739_1,-3.6349568075
112,Mg2Cl1P1,Mg2Cl1P1_sg225_icsd_165739_1,-3.146793581875
112,Mg2Cl1P1,Mg2Cl1P1_sg140_icsd_600748_1,-3.160536850625
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_016717_2,-3.64260159125
112,Mg2Cl1P1,Mg2Cl1P1_sg72_icsd_046022_2,-3.3199626809375
112,Mg2Cl1P1,Mg2Cl1P1_sg78_icsd_067327_1,-3.47498520375
112,Mg2Cl1P1,Mg2Cl1P1_sg156_icsd_183791_1,-3.5145442825
112,Mg2Cl1P1,Mg2Cl1P1_sg33_icsd_052578_2,-3.53488928125
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_075515_2,-3.48958646875
112,Mg2Cl1P1,Mg2Cl1P1_sg6_icsd_164853_1,-3.566594540833333
112,Mg2Cl1P1,Mg2Cl1P1_sg156_icsd_164949_1,-3.4985324425
112,Mg2Cl1P1,Mg2Cl1P1_sg140_icsd_028833_2,-3.1992477425
112,Mg2Cl1P1,Mg2Cl1P1_sg13_icsd_075227_2,-3.4881208375
112,Mg2Cl1P1,Mg2Cl1P1_sg108_icsd_153907_2,-3.400693235625
112,Mg2Cl1P1,Mg2Cl1P1_sg36_icsd_001545_2,-3.275040813125
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_602832_2,-3.5844602775
112,Mg2Cl1P1,Mg2Cl1P1_sg77_icsd_169858_1,-3.620671794375
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_069767_2,-3.257073605
112,Mg2Cl1P1,Mg2Cl1P1_sg69_icsd_087348_1,-3.41790121
112,Mg2Cl1P1,Mg2Cl1P1_sg51_icsd_069767_1,-3.59021596625
112,Mg2Cl1P1,Mg2Cl1P1_sg11_icsd_026341_1,-3.6091908225
112,Mg2Cl1P1,Mg2Cl1P1_sg180_icsd_090403_2,-3.2884757600000003
112,Mg2Cl1P1,Mg2Cl1P1_sg25_icsd_093041_2,-3.3387102025
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_170341_1,-3.3994669684375
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_654688_2,-3.5844566625
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_053234_2,-3.009914038125
112,Mg2Cl1P1,Mg2Cl1P1_sg137_icsd_245651_2,-3.319563114375
112,Mg2Cl1P1,Mg2Cl1P1_sg127_icsd_084003_2,-3.1581377325
112,Mg2Cl1P1,Mg2Cl1P1_sg115_icsd_183790_2,-3.533760025
112,Mg2Cl1P1,Mg2Cl1P1_sg191_icsd_165559_1,-3.4111770658333334
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_049016_1,-3.64451149125
112,Mg2Cl1P1,Mg2Cl1P1_sg13_icsd_075227_1,-3.57839536375
112,Mg2Cl1P1,Mg2Cl1P1_sg26_icsd_032648_2,-3.46268929125
112,Mg2Cl1P1,Mg2Cl1P1_sg64_icsd_170268_2,-3.2606198596875
112,Mg2Cl1P1,Mg2Cl1P1_sg92_icsd_030249_1,-3.482476375
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_042927_2,-3.58313264375
112,Mg2Cl1P1,Mg2Cl1P1_sg20_icsd_280555_2,-3.226370259375
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_035419_1,-3.4168991375
112,Mg2Cl1P1,Mg2Cl1P1_sg152_icsd_050326_2,-3.497027603333333
112,Mg2Cl1P1,Mg2Cl1P1_sg2_icsd_015098_1,-3.581842835
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_410733_1,-3.6035885246875
112,Mg2Cl1P1,Mg2Cl1P1_sg65_icsd_040487_1,-3.473089011666667
112,Mg2Cl1P1,Mg2Cl1P1_sg82_icsd_168792_1,-3.515020179375
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_063588_1,-3.2381559475
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_096088_2,-2.64774934375
112,Mg2Cl1P1,Mg2Cl1P1_sg19_icsd_152553_2,-3.6140038425
112,Mg2Cl1P1,Mg2Cl1P1_sg227_icsd_072546_1,-1.5702087403125
112,Mg2Cl1P1,Mg2Cl1P1_sg62_icsd_172852_2,-3.60001501125
112,Mg2Cl1P1,Mg2Cl1P1_sg53_icsd_071063_2,-3.15213411875
112,Mg2Cl1P1,Mg2Cl1P1_sg11_icsd_025619_1,-3.64452260875
112,Mg2Cl1P1,Mg2Cl1P1_sg122_icsd_080094_1,-3.527628841875
112,Mg2Cl1P1,Mg2Cl1P1_sg72_icsd_046022_1,-3.371901465625
112,Mg2Cl1P1,Mg2Cl1P1_sg58_icsd_166341_2,-3.41584536125
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_082674_1,-3.627649855
112,Mg2Cl1P1,Mg2Cl1P1_sg141_icsd_202500_2,-3.5673978909375
112,Mg2Cl1P1,Mg2Cl1P1_sg69_icsd_087348_2,-3.4230145790625
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_170662_2,-3.496769975
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_049016_2,-3.64451286375
112,Mg2Cl1P1,Mg2Cl1P1_sg166_icsd_073482_1,-3.5886058366666664
112,Mg2Cl1P1,Mg2Cl1P1_sg164_icsd_423545_1,-3.5511608209375
112,Mg2Cl1P1,Mg2Cl1P1_sg59_icsd_421431_1,-3.58063016375
112,Mg2Cl1P1,Mg2Cl1P1_sg87_icsd_167358_1,-3.56880124875
112,Mg2Cl1P1,Mg2Cl1P1_sg15_icsd_391290_1,-3.65975697625
112,Mg2Cl1P1,Mg2Cl1P1_sg135_icsd_612628_2,-3.192551361875
112,Mg2Cl1P1,Mg2Cl1P1_sg194_icsd_246585_2,-3.56862313625
112,Mg2Cl1P1,Mg2Cl1P1_sg71_icsd_632270_1,-3.376732786458333
112,Mg2Cl1P1,Mg2Cl1P1_sg5_icsd_085130_1,-3.630779330625
112,Mg2Cl1P1,Mg2Cl1P1_sg67_icsd_094443_2,-3.0966679575
112,Mg2Cl1P1,Mg2Cl1P1_sg86_icsd_002716_2,-3.547738365625
112,Mg2Cl1P1,Mg2Cl1P1_sg64_icsd_071196_1,-3.3191562771875
112,Mg2Cl1P1,Mg2Cl1P1_sg123_icsd_411252_2,-2.5532847625
112,Mg2Cl1P1,Mg2Cl1P1_sg17_icsd_093040_2,-3.627032095
112,Mg2Cl1P1,Mg2Cl1P1_sg57_icsd_183626_1,-3.5523614225
112,Mg2Cl1P1,Mg2Cl1P1_sg182_icsd_068616_1,-3.4794690304166664
112,Mg2Cl1P1,Mg2Cl1P1_sg191_icsd_165559_2,-3.2145413729166665
112,Mg2Cl1P1,Mg2Cl1P1_sg31_icsd_166331_2,-3.54548330625
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_165561_1,-3.560349634375
112,Mg2Cl1P1,Mg2Cl1P1_sg191_icsd_092308_2,-2.5847975525
112,Mg2Cl1P1,Mg2Cl1P1_sg63_icsd_080312_1,-3.22064483875
112,Mg2Cl1P1,Mg2Cl1P1_sg129_icsd_082639_1,-2.9742348025
112,Mg2Cl1P1,Mg2Cl1P1_sg4_icsd_109001_2,-3.3670895078125
112,Mg2Cl1P1,Mg2Cl1P1_sg55_icsd_650140_2,-3.44240016875
112,Mg2Cl1P1,Mg2Cl1P1_sg12_icsd_082993_1,-3.57157299875
112,Mg2Cl1P1,Mg2Cl1P1_sg140_icsd_600748_2,-3.158216014375
112,Mg2Cl1P1,Mg2Cl1P1_sg187_icsd_152483_2,-3.497951935
112,Mg2Cl1P1,Mg2Cl1P1_sg156_icsd_056605_2,-3.514657995
