composition,id,energyperatom
Mo1O6Sr2Zn1,icsd_028602,-6.5012775000000005
Ge1O4Sr2,icsd_083345,-6.50101067857
Ge1O4Sr2,icsd_056382,-6.50026742857
Na4O9Si3Sr1,icsd_033943,-6.49984211765
Nb3S4,icsd_076567,-6.4993304285699995
Nb3S4,icsd_645317,-6.49932928571
S1V1,icsd_041778,-6.49927525
Mo1Si2,icsd_071503,-6.49845855556
Ca1O3Ru1,icsd_051291,-6.4968980000000025
Ca1O3Ru1,icsd_166221,-6.4968884000000005
Ca1O3Ru1,icsd_075568,-6.4962250999999975
Ag2Ba1Mn1O8V2,icsd_408193,-6.49610378571
Ca2O4Ru1,icsd_153805,-6.4950414285699996
Ge2Mg1O7Sr2,icsd_420522,-6.494588041669999
Ca2O4Ru1,icsd_153804,-6.49305057143
Ca1Ge1Mg1O4,icsd_080455,-6.49245310714
Ca2O4Sn1,icsd_173626,-6.4920255
Ca1O3Ru1,icsd_082972,-6.49201795
Cr3K2O10,icsd_020210,-6.4900842
Cd4N12P6S1,icsd_071019,-6.48799817391
Fe2O5Sr3,icsd_420234,-6.4872265
As2Mn3,icsd_073251,-6.4852787
Fe1O4Sr2,icsd_074420,-6.48436014286
Ru1Si1Ti1,icsd_105924,-6.483711388890001
C1Ge1,icsd_182363,-6.482639
O7V2Zn2,icsd_250002,-6.48261363636
K4O9Si3Sr1,icsd_245304,-6.481639
Cr3O10Rb2,icsd_006130,-6.481482591669999
Al2Cd1O4,icsd_183382,-6.48016142857
C1Co2Mn2,icsd_044353,-6.4790372000000005
Mo3N1Ni2,icsd_096416,-6.4783574999999995
Co2N1V4,icsd_624256,-6.47734621429
As1Co1Hf1,icsd_406953,-6.476404583330001
Si3V5,icsd_652506,-6.4759951875
N2Na1P1,icsd_411818,-6.474857
Sb1Zr3,icsd_651786,-6.474568
Ag2Mn1O8Sr1V2,icsd_408052,-6.4744978928600005
Ni2O4Si1,icsd_068752,-6.47433585714
Nb3Sn1,icsd_645473,-6.474132
Cr1Ni1O4,icsd_023493,-6.474105916669999
Cr1N4Sr3,icsd_409695,-6.47409390625
Ba1K4O9Si3,icsd_246254,-6.473820794119999
Ni2O4Si1,icsd_035675,-6.4737186071399995
Hf5Te4,icsd_154358,-6.4735893333300005
Ge1Ru1Zr1,icsd_023578,-6.47353955556
Ni2O4Si1,icsd_100645,-6.47349996429
Ba1Cu2O7Si2,icsd_051281,-6.47326885417
Nb1Si2,icsd_645450,-6.472885333330001
Nb1Si2,icsd_645453,-6.472885111109999
As3Cr4,icsd_066761,-6.47285628571
Ba1Cu2O7Si2,icsd_068495,-6.4713321875
Ca1O1,icsd_061550,-6.4712235
Ca1O1,icsd_261847,-6.47077825
Ge1O2,icsd_158591,-6.4698720000000005
Ge1O2,icsd_158600,-6.4697063333300004
B8Co2Ru18Ti9,icsd_421248,-6.469087824319999
As2Mn3,icsd_075510,-6.4690723
Al1Ge1Na1O4,icsd_062316,-6.4682692380999995
Ag1Nb1O3,icsd_055644,-6.46816115
Ag1Nb1O3,icsd_182047,-6.468145225
As1C1Cr3,icsd_609880,-6.4681238
As3C1V5,icsd_609885,-6.468096888890001
K1La1O2,icsd_027001,-6.46780325
Ag1Nb1O3,icsd_055647,-6.4664625
B1Ca3N3,icsd_095814,-6.46543757143
N3Rb1,icsd_034272,-6.465280375
Ru1Si1Ti1,icsd_057484,-6.463557499999999
Ge4Na4O13Sc2,icsd_166629,-6.4632432717400015
C1Fe4,icsd_044729,-6.4628685999999975
Fe4P2Zr1,icsd_633122,-6.46253707143
Ca1O3Sn1,icsd_002373,-6.4622060999999995
S3Sc2,icsd_650834,-6.4621707000000015
Ni2O4Si1,icsd_040995,-6.46201728571
Nb3S6V1,icsd_645338,-6.46158185
La2S5Zr1,icsd_262124,-6.4613916875
Ba2Fe1O4,icsd_281028,-6.46101917857
O1Pd2Zr4,icsd_097387,-6.46063410714
Co2Si3Zr3,icsd_625141,-6.4605929375
O1Pd2Zr4,icsd_097386,-6.46055860714
Cr5S6,icsd_043045,-6.460208318180001
Nb1S1,icsd_044992,-6.46010225
Cu7La8O19,icsd_055084,-6.45899002941
Fe4Si7Zr4,icsd_402238,-6.4588252
B1P1,icsd_181291,-6.4587155
Ba16N19Nb5,icsd_411896,-6.458229599999999
Ge1O2,icsd_637459,-6.45809277778
Ge1O2,icsd_059624,-6.45808955556
Ge1O2,icsd_066596,-6.457997333330001
K2Mo3O12Zn2,icsd_004158,-6.45793859211
As1Mn1V1,icsd_044009,-6.456352333330001
Ge1O3Sr1,icsd_028603,-6.4562765333300005
Fe2O6Sr3,icsd_074434,-6.455700181819999
Ge1O2,icsd_023783,-6.45550683333
Mn1Nb3S6,icsd_104913,-6.4551868
B4Ni1Sc1,icsd_084184,-6.45480916667
Cr1Nb3S6,icsd_626392,-6.45351345
Ge2Na1O6V1,icsd_099742,-6.45273095
N3Rb1,icsd_016963,-6.45229225
S4Zr3,icsd_651475,-6.45191442857
Cr5S6,icsd_043046,-6.45107227273
Fe2O1Ti4,icsd_100839,-6.45058867857
Ge3O9Rb2Ti1,icsd_000092,-6.45051058889
C1Si3Y5,icsd_618792,-6.450468333330001
Ag1Nb1O3,icsd_055649,-6.449739
Ba3Ga2Ge4O14,icsd_250124,-6.4496667826100005
Ca1O3Sn1,icsd_059160,-6.44906885
Ba6Cr2Na2O17Ru2,icsd_097527,-6.44858339655
Hf5Sb3Zn1,icsd_042913,-6.44841388889
Ba1Cu2O8V2,icsd_033804,-6.44831663462
O3Si1Zn1,icsd_167186,-6.4477788
B1P1,icsd_615155,-6.44706775
Au1O2Sc1,icsd_095669,-6.446011125
Fe3Si1Zr2,icsd_053558,-6.445962333330001
Cr1S1,icsd_049666,-6.4436515
Cr1S1,icsd_626595,-6.4436045
S4V5,icsd_024563,-6.44245655556
S4V5,icsd_041777,-6.442428111109999
Hf1Se2,icsd_638899,-6.44205966667
C1Co3Mo3,icsd_617424,-6.44145178571
Nb3S6Ti1,icsd_645331,-6.4410918
Co3Mo3N1,icsd_180407,-6.4403215
Hg1O4W1,icsd_169670,-6.440092979169999
Se1Zr2,icsd_250209,-6.4399694166699994
Co3Mo3N1,icsd_162273,-6.43958828571
Fe1Sb2Zr6,icsd_156949,-6.43946166667
Ba4Mn2Na1O9,icsd_151938,-6.439061125
P2Sc3,icsd_041678,-6.43858465
Cr2Mn1S4,icsd_164401,-6.43771042857
Cr2Mn1S4,icsd_656169,-6.43770728571
Cr2Mn1S4,icsd_626284,-6.43769428571
Cr2Mn1S4,icsd_626282,-6.43765271429
Mn3Sb1,icsd_163333,-6.43735075
Mn3Sb1,icsd_096119,-6.43730675
Nb5Si1Sn2,icsd_016499,-6.4369495625
La1S3Sc1,icsd_641844,-6.4354252
Co3Mo3N1,icsd_180408,-6.43496
Al2Ca3O6,icsd_151369,-6.43439175758
Pt1Sb2Zr6,icsd_157366,-6.43368955556
Nb1S1,icsd_076564,-6.4335795
Nb1S1,icsd_645320,-6.4335580000000006
Ge1O2,icsd_281600,-6.432883
C4Cu1K3N4,icsd_076933,-6.432743875
Nb2P5,icsd_023281,-6.43094175
Cr2Mn1S4,icsd_626287,-6.43056107143
Cr2Mn1S4,icsd_603551,-6.43054957143
Al1B2Cr2,icsd_020083,-6.4278324
B6Ca1,icsd_612689,-6.42761385714
Mn1Na1O2,icsd_016270,-6.42680025
Mn1Na1O2,icsd_015769,-6.426176125
B2Mn1,icsd_043664,-6.426117
Ge3K2O9Ti1,icsd_019032,-6.4255181
B6Sr1,icsd_615489,-6.42424542857
Cr2Mn1S4,icsd_053133,-6.42386485714
As4Mo5,icsd_043186,-6.423107
As4Mo5,icsd_043187,-6.422885666669999
Ge1Ir1Nb1,icsd_411883,-6.422869083330001
Ge1Na2O5Ti1,icsd_020129,-6.422545611109999
O2Ru1,icsd_647377,-6.422526
C1Sc3Sn1,icsd_077397,-6.4221874
Mn3N1Zn1,icsd_076070,-6.4220652000000005
C2Co1N7Sr6,icsd_162927,-6.4215610625
C4N4Pb1S4Zn1,icsd_062686,-6.42098973214
As1Cr1Ti1,icsd_610275,-6.419829888890001
K1O4Pb1V1,icsd_080816,-6.41853275
B6Ba1,icsd_051495,-6.41771328571
Mo3Sn1,icsd_644455,-6.416909875
Nb2Si5V4,icsd_076587,-6.41654436364
Fe2Si2Zr1,icsd_633666,-6.4148819999999995
B3Si1,icsd_412621,-6.413817875
Si1V3,icsd_052472,-6.4137595
Cu2K1Mg2O12V3,icsd_073194,-6.41269835
B6Fe3Y4,icsd_614271,-6.4126714615400005
Co3Mo3N1,icsd_180409,-6.41194085714
Nb2Se1,icsd_026183,-6.411780833330001
Ba1Ga2Ge2O8,icsd_000368,-6.411057807690001
Fe2O5Sr3,icsd_261512,-6.4107235000000005
As7Nb9Pd1,icsd_280719,-6.4105414902
Mn1Sc1Si1,icsd_086369,-6.410415
Ir1N1,icsd_183156,-6.4089125
Ba1Cu1Fe1O5Y1,icsd_071355,-6.408537888890001
Al1Ba2In1O5,icsd_033805,-6.40730813889
N1Ru1,icsd_183189,-6.4052335
Si2Zr1,icsd_044871,-6.4049375
B5I1Mg8N10,icsd_413907,-6.4049235625
As3Mn4,icsd_080375,-6.40473264286
B15Na1,icsd_018319,-6.40466859375
Mo6S8Y1,icsd_644317,-6.4043444
Ca1O1,icsd_161831,-6.403805999999999
Ba5N6Ti2,icsd_079102,-6.403234576919999
Ir1Si1,icsd_079236,-6.40238575
K2O3Zr1,icsd_016264,-6.402080916669999
Ba1O3Ru1,icsd_172176,-6.40175485
Co3Mo3N1,icsd_088267,-6.40172564286
Mo6S8Y1,icsd_603461,-6.4013762000000005
Ir1N1,icsd_167880,-6.4002215
K13N19Na2W7,icsd_081764,-6.4002152439
Cu1O3Si1,icsd_065955,-6.3995548
Ir4Si10Y5,icsd_641033,-6.39931828947
Nb4S8V1,icsd_645339,-6.399286192309999
Cu1O3Si1,icsd_247127,-6.39923396667
Ba1Ga2Ge2O8,icsd_000616,-6.39679313462
Mn1Nb4S8,icsd_643021,-6.395850423080001
Mn1Nb4S8,icsd_643022,-6.3958327307700005
Cr2Mn1S4,icsd_626279,-6.395139
Al1Mn1S7Y3,icsd_608513,-6.395056083330001
C1K1N1,icsd_173942,-6.39372
Ge4Nb3Zr2,icsd_020809,-6.39326411111
Ba1O3Ru1,icsd_160287,-6.393253
Cr1Nb4S8,icsd_626393,-6.39276223077
La1O2Rb1,icsd_027331,-6.3912085
Ge3Mo5,icsd_637142,-6.390911
Mn1O4Rh2,icsd_109300,-6.39009021429
Ga2Ge2O8Sr1,icsd_000367,-6.38994711538
C3Fe17Y2,icsd_617904,-6.38886822727
B1Ca2Cl1N2,icsd_050844,-6.38838741667
La1P2Ru2,icsd_040795,-6.3869692
Cr3S4,icsd_626607,-6.38681814286
Ca3O7Ru2,icsd_153776,-6.386631833330001
Nb4S8Ti1,icsd_645332,-6.3866303461500005
Cr4Sc2Si5,icsd_054107,-6.386491363639999
Fe1Nb1Si2,icsd_632820,-6.38567825
Cu1O3Si1,icsd_089669,-6.3853619
Ba4O10Ru3,icsd_081524,-6.384450705880001
Ba4O10Ru3,icsd_090902,-6.384429
Ca1O3Ru1,icsd_162776,-6.383693
Ba1O3Ru1,icsd_010253,-6.3827790666699995
Ca3N3V1,icsd_041060,-6.38264071429
La1O3Pd1,icsd_093099,-6.382401799999999
O3Ru1Sr1,icsd_078628,-6.38225595
O3Ru1Sr1,icsd_180910,-6.3822547
O3Ru1Sr1,icsd_056697,-6.38224085
O3Ru1Sr1,icsd_261369,-6.38220335
Ge1Zr1,icsd_638161,-6.381813625
Cr3Sc2Si4,icsd_626698,-6.3810116388900004
Na2O6Si2Zn1,icsd_020837,-6.38027363636
S1Sc1,icsd_650837,-6.379683999999999
O3Ru1Sr1,icsd_154895,-6.37892825
Ca3O7Ru2,icsd_153773,-6.3782764166699994
Ba9N12Nb2,icsd_402743,-6.37776665217
Cr2K2O7,icsd_010371,-6.377212613639999
Cr2K2O7,icsd_280204,-6.37663877273
Cu1Mo1O4,icsd_050537,-6.37608127778
Cu1Mo1O4,icsd_411384,-6.37601305556
Cu1Mo1O4,icsd_022276,-6.375989333330001
Sb3Si1Zr5,icsd_153608,-6.37534805556
Al1B14Li1,icsd_035336,-6.37515478125
Nb5Ni4P4,icsd_089478,-6.37513084615
O3Ru1Sr1,icsd_075561,-6.3750295999999995
B2C1Ni2Y1,icsd_089142,-6.3749575
Cr3S4,icsd_081886,-6.37489942857
Ba1Cu1Na2O8V2,icsd_072364,-6.37406039286
C1N1Na1,icsd_077172,-6.373314166669999
O3Ru1Sr1,icsd_086940,-6.3723962
Na2O6Si2Zn1,icsd_083427,-6.37226163636
Ba3Co1O9Ru2,icsd_069092,-6.372160066669999
Ba3Co1O9Ru2,icsd_050830,-6.37189536667
Ba3Co1O9Ru2,icsd_050829,-6.37162176667
Be1Mo3,icsd_058715,-6.370664125
Ba3O9Ru2Sr1,icsd_048102,-6.370475966669999
S3Sc2,icsd_650835,-6.36914125
Ge1Mg1O3,icsd_201663,-6.368635
Ca4Ir1O6,icsd_280873,-6.36852295455
Ca4Ir1O6,icsd_081902,-6.368514318180001
Ba3O9Ru2Sr1,icsd_048101,-6.368296033330001
Ge4Nb5,icsd_172871,-6.36797197222
Ba3Mg1O9Ru2,icsd_033529,-6.36754173333
Ge1Mg1O3,icsd_201666,-6.3673273375
Cu3K2Mo4O16,icsd_020767,-6.36728358
Cl2N1Sc2,icsd_059125,-6.3668816
Cd1Mo1O4,icsd_084455,-6.36681125
Al1B2Mn2,icsd_025518,-6.3667468000000005
Cd1O3Si1,icsd_170703,-6.366479966669999
La1Mo6S8,icsd_641457,-6.366120266669999
C2Cu1K1N2,icsd_027924,-6.3659574999999995
Ba1S4Y2,icsd_616101,-6.3658475357099995
Cu1Mo1O4,icsd_160867,-6.365636166669999
P7Ru12Sc2,icsd_077791,-6.3638800476199995
Co1Ge1O3,icsd_026814,-6.36360255
Ca4N4Ti1,icsd_172879,-6.36270288889
Cd2O7V2,icsd_062081,-6.36263290909
Cr5Ge3,icsd_626080,-6.362525499999999
Na2O7V2Zn1,icsd_153966,-6.362232291669999
Cr8Nb3Si8,icsd_626402,-6.3619352236800015
K2O6Si2Zn1,icsd_079705,-6.36119977273
O10Ru3Sr4,icsd_096729,-6.36074389706
O7Ru2Sr3,icsd_151471,-6.36014804167
Sb1Zr2,icsd_651781,-6.358444166669999
As4Mn5,icsd_073252,-6.35803177778
Cr2O7Rb2,icsd_015033,-6.35678659091
Ca2Ir1O4,icsd_025500,-6.35625795238
Ge1Mg1O3,icsd_040333,-6.3561871
Cu2O7V2,icsd_023479,-6.3560925909099995
Cr2O7Rb2,icsd_015034,-6.355892181819999
C3Ir5,icsd_181485,-6.3552665
Fe1Ge2Na1O6,icsd_180308,-6.35498875
Cu2O7V2,icsd_164189,-6.354968545449999
Cr2O7Rb2,icsd_023546,-6.354823409090001
Cu3Na2O12Si4,icsd_000169,-6.35427455952
O3Sn1Sr1,icsd_424825,-6.35375105
Ge4O9Pb1,icsd_201282,-6.35371764286
Na1O2V1,icsd_420136,-6.3536655
Cr2Na1O7Rb1,icsd_002829,-6.35241439773
O2Ru1,icsd_015071,-6.352387666669999
Ge4O9Pb1,icsd_064910,-6.3518476666699994
Al1B1Mo1,icsd_016777,-6.35182483333
Ru1Si1Y1,icsd_088063,-6.35123033333
Cr2O7Rb2,icsd_409745,-6.35088413636
Mn1Nb2S4,icsd_643015,-6.35021539286
C1K1N1,icsd_027350,-6.349695333330001
Ba1O3Sn1,icsd_043138,-6.349452200000001
In1N1Ti3,icsd_042929,-6.3492206
Fe12P7Zr2,icsd_025757,-6.34919128571
Ru1Sc1Si1,icsd_650603,-6.34916188889
Nb1P1S1,icsd_016075,-6.348920333330001
La2S3,icsd_166513,-6.34871525
O2Ru1,icsd_051159,-6.348136833330001
O3Sn1Sr1,icsd_153531,-6.3478794999999995
Pt1Si1Zr1,icsd_260792,-6.3475705
Cd1O3V1,icsd_088387,-6.34684265
Al2Ca3N4,icsd_280348,-6.34653511111
Cr2S4Ti1,icsd_626640,-6.345901857139999
Cr2Na2O7,icsd_002771,-6.345843
Cu2O7V2,icsd_034756,-6.34510095455
Al2Ca3N4,icsd_280347,-6.34509852778
O2Ru1,icsd_084575,-6.344679666669999
Al1Na1O2,icsd_079404,-6.3445270625
Cu2Mo3O12Rb2,icsd_054023,-6.34441347368
Mo1Na1O2,icsd_166514,-6.343921
Ca1Ir1O3,icsd_159032,-6.3434572
Fe16Si7Zr6,icsd_601928,-6.34333827586
O2Ru1,icsd_023961,-6.3423419999999995
O3Sn1Sr1,icsd_153532,-6.3423057
Ca1Ir1O3,icsd_159029,-6.341889599999999
Cu1O3V1,icsd_019046,-6.3413505
Cd2Mn3O8,icsd_016957,-6.3406751538499995
Ba6Mn2Na2O17Ru2,icsd_097525,-6.34043662069
O2Ru1,icsd_084619,-6.340132
Ru1Sc1Si1,icsd_420417,-6.340085
Ba6Mn2Na2O17Ru2,icsd_097528,-6.33971762069
B29Na2,icsd_410920,-6.339244161290001
Fe2O4Zn1,icsd_091941,-6.338103
Si5V6,icsd_015303,-6.33805063636
N2Pt1,icsd_166462,-6.33759525
O3Ru1Sr1,icsd_082983,-6.337505999999999
O3Ru1Sr1,icsd_162777,-6.3375054
O3Ru1Sr1,icsd_069360,-6.337503
O3Ru1Sr1,icsd_082981,-6.3373692
Fe16Nb6Si7,icsd_107097,-6.33730437931
Ba1Mn2O8,icsd_023443,-6.336688409090001
O7Ru2Sr3,icsd_033803,-6.336408833330001
La1P1,icsd_163360,-6.3361045
Fe2O4Zn1,icsd_166205,-6.33599421429
Al2Ca3N4,icsd_280349,-6.335787388890001
P1Ti3,icsd_043062,-6.33573546875
B1Nb1Ni1,icsd_614909,-6.33555666667
Cr1Si1,icsd_626772,-6.33546375
Fe3N1Rh1,icsd_153274,-6.3354029999999995
Ba3Fe1O5,icsd_281029,-6.33455711111
Cr1La1S3,icsd_051123,-6.333238400000001
Co1Mo1P1,icsd_002421,-6.33323208333
Fe5Na3O9,icsd_014353,-6.33300888235
Cd3Ge3O12Sc2,icsd_020216,-6.3323780375
Ag1O2Y1,icsd_095674,-6.3321485
Cu2La2O5,icsd_071061,-6.33130061111
Ca1S4Y2,icsd_619557,-6.331111
Hf1S3,icsd_638846,-6.330964125
Ge3Mo5,icsd_637143,-6.329812125
Cu2La2O5,icsd_080600,-6.329644
Fe2O4Zn1,icsd_091827,-6.32931457143
Ir1La1P1,icsd_414514,-6.328600666669999
Be1Cr1S7Y3,icsd_616240,-6.328340958330001
Ba3Fe26O41,icsd_024576,-6.32796363571
Cu2Mg1O8V2,icsd_404852,-6.32791773077
Si3Ti1V4,icsd_652443,-6.327456875
Ir3Si4,icsd_042731,-6.32741625
B2Fe5P1,icsd_614140,-6.326599
O7Ru2Sr3,icsd_083189,-6.326118666669999
Co2Ge1O4,icsd_029348,-6.3258385000000015
Ru1Si1,icsd_650618,-6.32571875
Cu2Mn3O8,icsd_000971,-6.32564553846
Cu1Mo3Na4O12,icsd_039542,-6.32557245
C1Ir1,icsd_169404,-6.322043
B2Fe2Y1,icsd_614264,-6.3217672
Fe8N1,icsd_076636,-6.32120155556
Fe8N1,icsd_654562,-6.32119955556
Cu2La2O5,icsd_082388,-6.32024777778
Ba4Cl2N4W1,icsd_050003,-6.3200458181800006
Cu2La2O5,icsd_082389,-6.31982377778
K1Mn1O2,icsd_031983,-6.319291020830001
O4Ru1Sr2,icsd_075151,-6.3185660000000015
Mo2S4V1,icsd_201787,-6.31764942857
Mn1Rh1Si1,icsd_076203,-6.31724483333
In1N1Sc3,icsd_098499,-6.317131
O7Sn2Sr3,icsd_090847,-6.316717208330001
O4Ru1Sr2,icsd_041609,-6.31658457143
B8Ru11,icsd_043663,-6.31643213158
O4Ru1Sr2,icsd_073394,-6.31629357143
S4Sr1Y2,icsd_080295,-6.315557357139999
O2Ru1,icsd_066939,-6.3150595
I1N1Ti1,icsd_027394,-6.314159666669999
Ru1Si1,icsd_044616,-6.314155
Fe1Ru2Si1,icsd_053525,-6.31294575
O4Ru1Sr2,icsd_094185,-6.31118814286
Fe1In1O3,icsd_071010,-6.3102227
Fe1In1O3,icsd_080469,-6.30794
Ba2Ca1Ir1O6,icsd_074029,-6.3077872
Ca3Co2O6,icsd_082175,-6.30673990909
Ca3Co2O6,icsd_082174,-6.30672963636
Ca3Co2O6,icsd_153193,-6.30672172727
Hg1N6,icsd_021029,-6.30663925
As1Cr1,icsd_610156,-6.306328625
As1Cr1,icsd_023589,-6.306284875
O3Sn1Sr1,icsd_181089,-6.3061814000000025
Ca3Co2O6,icsd_157585,-6.30612286364
Ir1P2,icsd_174235,-6.305848416669999
Ir1P2,icsd_174222,-6.3058454166699995
Ir1Si3Y1,icsd_641038,-6.3058138
Mg6Mn1O8,icsd_076174,-6.3041362
O2Sn1,icsd_056674,-6.3040080000000005
Ge1Mg1N2,icsd_636948,-6.3039575625
O2Sn1,icsd_056675,-6.303927166669999
La3S4,icsd_641829,-6.30358857143
As1Cr1,icsd_107934,-6.30300025
O4Pb1Si1Zn1,icsd_026840,-6.30268346429
N2Pt1,icsd_157940,-6.3024885
Fe2Na1O3,icsd_200009,-6.302168666669999
B2Fe5Si1,icsd_614183,-6.3020933125
Cr1Mo2S4,icsd_626322,-6.30187339286
Mn1P1Rh1,icsd_643230,-6.30135455556
Sb3Zr5,icsd_651780,-6.30101925
Ba2O4Sn1,icsd_081850,-6.30050671429
Ca3Co2O6,icsd_245502,-6.300244909090001
Mo2S4V1,icsd_644314,-6.29890442857
Mn4Si5Ti2,icsd_076232,-6.29870454545
Ba3Cu2O10Pt1Y2,icsd_065935,-6.298627166669999
Sb3Zr5,icsd_651788,-6.2986070625
Sb3Zr5,icsd_651785,-6.29841275
Ge1Mg2O4,icsd_161258,-6.29714164286
Cr1S4V2,icsd_626655,-6.29608471429
Fe5P3Y1,icsd_603727,-6.295685
O4Sn1Sr2,icsd_081851,-6.29513539286
O4Sn1Sr2,icsd_150383,-6.29513464286
B12Mg1Si2,icsd_416304,-6.294475716669999
K3Mo2Na1O8,icsd_084597,-6.29328925
Cd1O3V1,icsd_172795,-6.2931949000000005
O4Sn1Sr2,icsd_150385,-6.29318521429
Hg2Nb2O7,icsd_022226,-6.293171181819999
As1Nb1Si1,icsd_016320,-6.293074
Ca5Ga6O14,icsd_063052,-6.29291018
O2Sn1,icsd_062199,-6.29227808333
Ag1Mn3N1,icsd_052592,-6.2918414
Co2Nb3Si1,icsd_053017,-6.291419791669999
O1Ti6,icsd_017009,-6.2905655
S4V3,icsd_041780,-6.28882914286
Ge1Mg2O4,icsd_063533,-6.2882977142900005
Mo6Nb1S8,icsd_643991,-6.286640533330001
Ir4Sc5Si10,icsd_640980,-6.28618557895
Co4Ge1Nb9,icsd_052980,-6.28585235714
Ca3Ga4O9,icsd_100356,-6.285512916669999
Fe4Si2Zr1,icsd_087172,-6.28501957143
B1Si2Ti6,icsd_181164,-6.28497455556
N1Ni2V4,icsd_644603,-6.28441896429
O1Ti6,icsd_023576,-6.283374
Ge8K2O17,icsd_009296,-6.282363611109999
O4Sn1Sr2,icsd_027114,-6.28212571429
C2N2S2Zn1,icsd_022359,-6.28158042857
C1Co1Fe2,icsd_167128,-6.2814795625
Al1Na1O2,icsd_022216,-6.2811035
Ir1Sc3Si3,icsd_421256,-6.28089028571
Sc2Si4V3,icsd_062309,-6.27997925
As3V5,icsd_044086,-6.2799550625
Fe1Nb3S6,icsd_632802,-6.27778285
Ca1Ir1O6Sr3,icsd_081899,-6.27767477273
Ca2Ga2O5,icsd_051545,-6.27733288889
Bi1Nb3,icsd_058817,-6.27696325
B1Fe3,icsd_613903,-6.2762238125
La5P12Ru19,icsd_641635,-6.27552308333
Co10Ge3O16,icsd_079717,-6.275261793099999
Cr2S3,icsd_626604,-6.2744019
Cr2S3,icsd_016720,-6.27307655
Co1N1,icsd_161754,-6.2720410000000015
Al1K1O2,icsd_151883,-6.2696719375
Ba2Ge2O7Zn1,icsd_420550,-6.26957333333
B13P2,icsd_023923,-6.2692992
N4Sn3,icsd_089525,-6.26922635714
Ir1Sn1Zr1,icsd_408901,-6.268865
Co1Mo1P2,icsd_624219,-6.26735625
Ca2Co1O3,icsd_095439,-6.26650566667
Hg1O4W1,icsd_169671,-6.2657944166699995
Ir19La5P12,icsd_422912,-6.2653374166699995
Fe1S4Sc2,icsd_074405,-6.26517664286
Fe1S4Sc2,icsd_100527,-6.265162
Ba5N6Si2,icsd_081570,-6.26510673077
K1Na1O3Ti1,icsd_047177,-6.264908999999999
As1Mn1Ti1,icsd_610927,-6.26368122222
Ca1O3Sn1,icsd_056095,-6.2632706
S1Ti1,icsd_052193,-6.260714
Fe3N1Pt1,icsd_044864,-6.2570722000000005
Ag1O2Sc1,icsd_095668,-6.257055875
Ag1O2Sc1,icsd_422442,-6.25696775
Fe1Nb4S8,icsd_632800,-6.25690165385
Mo3N1Ni2,icsd_180405,-6.25683466667
Cd1Na2O6Si2,icsd_020475,-6.25680524242
Hf1Si1Te1,icsd_025737,-6.256796833330001
Ba1Mn2P2,icsd_010469,-6.254199
Ba3Ca1Ir2O9,icsd_246280,-6.253690666669999
B1Fe3,icsd_613889,-6.25337925
Mn1O2Rb1,icsd_419244,-6.253305125
C1Pb1Sc3,icsd_077235,-6.2528087999999995
Ru4Si3,icsd_650617,-6.25202032143
Ge2O7Sr2Zn1,icsd_039159,-6.25163075
Fe4P2Sc1,icsd_068525,-6.25119114286
P1Ru1,icsd_648015,-6.251073875
Ge1O2,icsd_281601,-6.250846333330001
Mn2Sb1,icsd_076214,-6.2505046666699995
S4V3,icsd_072921,-6.2504845
Na2O3Ti1,icsd_183666,-6.25014366667
Al1Fe1S7Y3,icsd_607623,-6.24987995833
Cr1La4S7,icsd_603686,-6.249191541669999
Ir3Si5,icsd_157956,-6.2487600625
La1S1,icsd_641816,-6.2485335
Mo2O9Zn3,icsd_401828,-6.24784117857
Ge1S1Zr1,icsd_025738,-6.247687
Bi1Mn3,icsd_058808,-6.2474215
Ru1Sc2Si2,icsd_420133,-6.2467027999999996
Ge2Mn2Y1,icsd_106983,-6.2466474000000005
P1Ru1,icsd_109139,-6.24594425
Ge5Mg14O24,icsd_009371,-6.24579075581
Cr1Mo2S4,icsd_094748,-6.24537014286
As1Sc1,icsd_001331,-6.243713
S2Y1,icsd_651404,-6.2432795
Ba6Hf5S16,icsd_071935,-6.2430006666699995
La1S1,icsd_077831,-6.24278725
As1Mn1Ru1,icsd_044004,-6.24239855556
Si3Ti5,icsd_062591,-6.2421245625
S4V3,icsd_072922,-6.2420713571399995
Mn1Si1,icsd_016838,-6.241925
As1Mn1,icsd_009496,-6.240184125
As1Mn1,icsd_041759,-6.240152125
B1Ba2Cl1N2,icsd_418947,-6.23984865278
Ca1Ga2O4,icsd_021042,-6.23908723214
As2Ni1Zr2,icsd_068141,-6.2389169
C4Cd1N4S4Zn1,icsd_280039,-6.238859
Si4Ti5,icsd_168417,-6.23822286111
Co1Mn1P1,icsd_041557,-6.23760025
B1Cl1N2Sr2,icsd_050845,-6.23758775
Ru2Si3,icsd_650619,-6.23744875
Ca1Ga2O4,icsd_009276,-6.237078625
B12Ni1,icsd_614986,-6.23684169231
As2V3,icsd_000999,-6.23674335
As1Mn1,icsd_009497,-6.23664025
As1Mn1,icsd_041770,-6.2366205
Sn1Zr3,icsd_106108,-6.23654475
Ba4Na1O12Ru3,icsd_067598,-6.236290825
Ba4Na1O12Ru3,icsd_412837,-6.236286575
Cl3N1Y2,icsd_065829,-6.23407475
Co4P3Zr2,icsd_009931,-6.2335558333300005
Mo3N1Ni2,icsd_180404,-6.233412125
