composition,id,energyperatom
Ba1Cl4Zn1,icsd_411951,-3.6130984166699998
Cu3S4Sb1,icsd_042672,-3.613003500000002
Sb2Te3,icsd_262172,-3.6128265
Cd1Ga2Se4,icsd_052802,-3.61258542857
Cl2Pb1,icsd_246676,-3.61187733333
Li1Ni2Sn1,icsd_025325,-3.6114599999999997
Bi1Br1Se1,icsd_076649,-3.61060841667
Pd1Se2,icsd_648838,-3.61036616667
Pd1Se2,icsd_166277,-3.61035775
K2Pd1S2,icsd_641296,-3.6101586
Ca5Ge3,icsd_181076,-3.6101463125
Ca5Ge3,icsd_181074,-3.61014625
In1K1Se2,icsd_091469,-3.6097589375
As4Ga1Na3Sr3,icsd_402286,-3.6095890909099997
Au2K2S4Sn1,icsd_074022,-3.6095332777800007
Li1Pd2Sn1,icsd_642271,-3.60929675
Ag1K2S4Sb1,icsd_082144,-3.60905171875
Bi6In2Sr5,icsd_415576,-3.6084931153800004
As5I1Te7,icsd_031877,-3.6081893846199997
Sn1Te1,icsd_053956,-3.6072495000000004
K1Li1S1,icsd_047229,-3.60622483333
Ga1Li1Si1,icsd_103786,-3.605984
I3Nb1,icsd_109145,-3.605727875
Au1Sn4,icsd_612348,-3.6052475
Fe1Sb1Zn1,icsd_090397,-3.60508466667
Cl2Mg1,icsd_056147,-3.60487933333
Cd1K6O4,icsd_062053,-3.60471540909
Cl2Mg1,icsd_017063,-3.60471166667
Bi1Cl1Te1,icsd_079362,-3.6040565000000004
Cl4Ga1Sb4,icsd_413577,-3.60341319444
Ba21O5Si2,icsd_491556,-3.60340319643
Li2Sn5,icsd_026200,-3.60330178571
Cu2Fe1Se4Sn1,icsd_169839,-3.603189875
Bi3Ca5,icsd_616533,-3.6029689375
Cl4Co1Rb2,icsd_087515,-3.60290889286
Cl4Co1Rb2,icsd_087517,-3.6028125357099996
In1Na5S4,icsd_300175,-3.6027657
Cl4Co1Rb2,icsd_087516,-3.6025972142900002
Na1P1Sr1,icsd_416887,-3.60196411111
As3Rb2,icsd_409381,-3.6002062000000006
Al1Na3P2,icsd_402081,-3.59993941667
Ni1Te1,icsd_076730,-3.59993
I3Nb1Se1,icsd_410743,-3.5985663999999997
Bi12Cl12Pt1,icsd_415739,-3.596818
Sb3Sr5,icsd_042120,-3.5954529375
In1Se1,icsd_071083,-3.5954339999999996
Pb1Te1,icsd_077882,-3.5948165000000003
Ca2Si1,icsd_158275,-3.594304
Ba1Li1Sb1,icsd_280574,-3.5940455
Ba1Br8Fe2,icsd_411066,-3.5934359431800003
As4Cu12S13,icsd_026724,-3.592828
Ba1Cl4Pd1,icsd_411837,-3.592289125
Li2Pt1Sb1,icsd_044895,-3.59200675
Ge1Na3Se3,icsd_061400,-3.59076907143
Br1Cd2P3,icsd_100817,-3.59032875
Br1Cd2P3,icsd_100880,-3.59029241667
Bi3Sr4,icsd_096944,-3.5897795714300003
Cl5N1S1Sb1,icsd_004400,-3.5894869375
Cl5K1Pb2,icsd_184282,-3.58930534375
Be13Mg1,icsd_616327,-3.5893
Ag2K1P1S4,icsd_420033,-3.588657
Ag1Rb3Se8Sn3,icsd_416294,-3.5882145
Ba21Ge2O5,icsd_491557,-3.58804526786
In1Rb1Se2,icsd_415087,-3.588001375
Al1Na1Si1,icsd_182834,-3.58681716667
Ca2Sb1,icsd_000154,-3.58634133333
Cl4Co1Na2,icsd_000813,-3.58626132143
Li1Pt7,icsd_104779,-3.58498975
Al1Br1Cl4Sb2Te2,icsd_174524,-3.584341775
P1Pd6,icsd_026902,-3.58415585714
As2Ba1Cu2,icsd_609850,-3.5836580000000002
K6Se7Sn2,icsd_300238,-3.58342365
Cu4Ge1S4,icsd_050666,-3.58136143056
Pd1Se1,icsd_077895,-3.5808355000000005
Ag1Rb2S4Sb1,icsd_082146,-3.58018675
Au3Rb1S5Sb2,icsd_085588,-3.58006445455
Pd1Se1,icsd_409568,-3.57985672917
Cd1N1,icsd_183197,-3.5773405
Ge1Ni2Zn1,icsd_053865,-3.5771495000000004
Mg3P2,icsd_024489,-3.5765891000000005
Sb3Sr5,icsd_077751,-3.57600790625
As3Ba2Cd2,icsd_420833,-3.57571742857
Ba1Be13,icsd_603887,-3.5748794642900004
K3P1Se16,icsd_280849,-3.5742614
K1Na1O1,icsd_032743,-3.57375616667
Ag1As1S2,icsd_018101,-3.57358129167
Cr1I3Rb1,icsd_015504,-3.57313565
I1S1Sb1,icsd_085301,-3.57308558333
I1S1Sb1,icsd_028306,-3.57301375
Cl3Ru1,icsd_020717,-3.57283283333
I1S1Sb1,icsd_085298,-3.57231283333
Ge1K4Se4,icsd_418258,-3.5709342777800006
Ba5Si3,icsd_409377,-3.569779
Al1K1Te2,icsd_044703,-3.56865975
Ag1As1S2,icsd_064984,-3.5681275
Al1K1Te2,icsd_411171,-3.5677810625
As4Ga3K3,icsd_040206,-3.56728325
As1Cu1Se1,icsd_610356,-3.56712591667
Cu1I7Mo3,icsd_404377,-3.5670006590900005
Ba5Bi5In4,icsd_054853,-3.56593532143
As2B1K3,icsd_300105,-3.565586
Al1K2Na1P2,icsd_073279,-3.56513958333
Hg1K2O2,icsd_027410,-3.5648797999999995
Cl7N2Sb1Se3,icsd_406352,-3.5636102692300002
As2K2Pt1,icsd_610762,-3.5635928
As1Cu1Se1,icsd_015548,-3.56357375
Br2Si1,icsd_421152,-3.56235894444
Ag1Ga1S2,icsd_156785,-3.562203375
Ag1Ga1S2,icsd_092052,-3.56214675
Ag1Ga1S2,icsd_605191,-3.562126375
Cl1In5Se5,icsd_414220,-3.5618195
Pd16S7,icsd_032053,-3.5616527391300004
Pd16S7,icsd_077887,-3.5615949565199996
Al1Cl4Se2,icsd_201221,-3.55904532143
Ba1Cu2Se2,icsd_089574,-3.5588540999999996
Ba1Cu2Se2,icsd_066657,-3.55881735
Cl3Ru1,icsd_022091,-3.55865425
Cl2Sn1,icsd_015452,-3.55845025
Ag1Cu1O2,icsd_093880,-3.557860625
As1K3Se3,icsd_050492,-3.55735371429
Ge2Hg3K2S8,icsd_281504,-3.55725363333
In1Na1Se2,icsd_025558,-3.55723925
Ge2Hg3K2S8,icsd_281506,-3.55715453333
Cl3Ru1,icsd_022093,-3.5568519999999997
Ni1Te2,icsd_646914,-3.556708
Ni1Te2,icsd_043293,-3.5566769999999996
Cl10Nb1P1,icsd_026096,-3.5566230000000005
Br3Li6N1,icsd_083986,-3.55632845
Co1K6S4,icsd_068603,-3.55430477273
Na5P3Si1,icsd_644926,-3.55417883333
I3Rb1V1,icsd_026455,-3.55405203333
In2Se4Zn1,icsd_025647,-3.55386385714
Br2Si1,icsd_049763,-3.55297201667
Mg1Ni2Sb1,icsd_104841,-3.5525415000000002
Na1S1,icsd_043407,-3.5525154999999997
K1S1,icsd_073171,-3.55216575
Na6Se7Sn2,icsd_300235,-3.5521358999999997
Al2Cl8Pd1,icsd_015595,-3.5516943636400002
Cl3Ru1,icsd_022092,-3.551389625
Cl3Ge1Rb1,icsd_012149,-3.5512182
As2Cu2Sr1,icsd_610366,-3.5511156
As2Cu2Sr1,icsd_078756,-3.5510917999999996
Al1Cl4Se4,icsd_026093,-3.55104179167
Bi2Pd5,icsd_058840,-3.55074792857
Cl2Sn1,icsd_081979,-3.55069775
Ba3Li4Sn8,icsd_240016,-3.55014613333
Cl5K1Sn2,icsd_152004,-3.549416375
Ag2Ni1O2,icsd_172559,-3.549328
Na1S1,icsd_043405,-3.54914408333
Ag2Ni1O2,icsd_172558,-3.5488288
Br6K4Mn1,icsd_042442,-3.5487560454500002
Br6Na3Sc1,icsd_401335,-3.5482866000000004
Al2Ba3Sn2,icsd_009565,-3.5479738571399997
In2Sr1Te4,icsd_041167,-3.54771928571
I3Pb2S2Sb1,icsd_418344,-3.5452945
Ge1Li1,icsd_042062,-3.54526525
Ag1Bi1S2,icsd_044340,-3.54510341667
Pd17Se15,icsd_023907,-3.54475853125
Pd17Se15,icsd_108785,-3.54467542188
Ni1Pd1Te1,icsd_419759,-3.54458391667
Br3Li6N1,icsd_084092,-3.54414205
As2Na2Sn1,icsd_073307,-3.544083625
Cl3Ru1,icsd_414041,-3.543899375
Ca9Sb9Zn4,icsd_052787,-3.5437718863599996
Cl3Ru1,icsd_022090,-3.543117375
Ba2Sb2Zn1,icsd_421425,-3.5427508000000003
Mg1Ni1Sb1,icsd_044925,-3.54176666667
Fe1I2,icsd_052369,-3.54137166667
Cu1Ga1Se2,icsd_247513,-3.541091625
Cu1Ga1Se2,icsd_600241,-3.541075
Ge1Na4Se4,icsd_060086,-3.54042370833
S2Zn1,icsd_651447,-3.53999516667
As1Sr2,icsd_044066,-3.539225
Cu1S2,icsd_628782,-3.539044
Cu1Ni2Sb1,icsd_053320,-3.53863875
Ge1Li1,icsd_060843,-3.53806825
Mg1Ni2Sn1,icsd_104842,-3.53753325
Br6Rb2W1,icsd_402439,-3.53719866667
K3Sb1Se4,icsd_065142,-3.5366441875
Ba1Cu4S3,icsd_015139,-3.5360070625
Ba1Cu4S3,icsd_015138,-3.53542865625
Ag1Al1Se2,icsd_604704,-3.5346794999999998
Li2Se3Te1,icsd_415121,-3.53443391667
Cu1Sb1Se2,icsd_030358,-3.5343094375
Cl6I1Se6W1,icsd_078789,-3.5340934999999996
Li2N1Na1,icsd_092308,-3.53377175
Ru2Sn2Zn3,icsd_421663,-3.53367707143
Cu3Nb1Te4,icsd_169544,-3.533270875
Cu3Nb1Te4,icsd_628495,-3.5332675000000004
Cl3K1Mg1,icsd_027930,-3.5332431000000004
Br5W1,icsd_409227,-3.5328077222199994
I4La1Sr1,icsd_412275,-3.53277675
Fe2Rb9Se7,icsd_073056,-3.5315794027800007
As1Au1Bi8Cl9,icsd_419789,-3.53120798684
Br3Fe1In1,icsd_075469,-3.5309072999999995
Ba1Cu2Se2,icsd_089576,-3.5308284
Ag1In5Se8,icsd_035597,-3.530703
Cl3Mg1Rb1,icsd_004036,-3.5303364999999998
Cu1In3K2Se6,icsd_281194,-3.53027695833
Ba1Ca1Si1,icsd_052682,-3.528861
I14K1Zr6,icsd_201675,-3.52790928571
As1Na3Se3,icsd_050491,-3.52768178571
Cl2Li1Rb1,icsd_036216,-3.527461
In1Sb1,icsd_640432,-3.5270075
Li1Sb1Sr1,icsd_172216,-3.52686966667
Cl5Na1Sn2,icsd_079406,-3.52672690625
Cl4Sr1Zn1,icsd_410191,-3.52616233333
In1Sb1,icsd_041445,-3.5260245
Sb2Te3,icsd_087415,-3.52585513333
Cl8Ir1K3Sn1,icsd_069143,-3.52583930769
Li4Sb4Sr3,icsd_025307,-3.52425072727
Fe1Na6Se4,icsd_072304,-3.5240446363599998
K3Sb1Se3,icsd_089607,-3.52383467857
B4Li5,icsd_023041,-3.52330688889
Ni1Te2,icsd_646897,-3.52146216667
Li1Sb1Sn1,icsd_603169,-3.52099683333
Cu2Ge1Hg1S4,icsd_627691,-3.52093775
Ni3Sb2Zn1,icsd_240197,-3.52001866667
I2S1Sn2,icsd_000050,-3.5198171666699998
K2Pd3Se4,icsd_641300,-3.51979883333
K4Se4Sn1,icsd_072385,-3.51978213889
Cu2O1,icsd_628621,-3.519769
Cu2O1,icsd_026963,-3.51976816667
K2Pd3Se4,icsd_033894,-3.51967633333
Al2K2Sb3,icsd_052627,-3.519657375
Li1S1,icsd_182221,-3.5192309999999996
Li1Rb1S1,icsd_067254,-3.5189595000000002
Cu2Ge1Hg1S4,icsd_152762,-3.51785
Sn1Sr1,icsd_106073,-3.51751825
Ag4P2S7,icsd_000949,-3.5166519999999997
K2Pt1Se2,icsd_040430,-3.5166398
As1Rb3Se4,icsd_404080,-3.51635525
Cl2Mg1,icsd_051245,-3.51523866667
K2Na3P3Si1,icsd_300203,-3.51471111111
Al2Cd1Cl8,icsd_062037,-3.5144049090900005
Ba2Sb1,icsd_041837,-3.5137203333300002
Br1In5Se5,icsd_414218,-3.51327477273
Cu1Ni2Sn1,icsd_103068,-3.5132585
Au1Be12,icsd_109312,-3.51207884615
Cu4S4Sn1,icsd_628881,-3.51199025
Cu4S4Sn1,icsd_604567,-3.51197875
As3In2K2,icsd_071244,-3.5107480000000004
Ag1S2Sb1,icsd_016578,-3.5102769375
Ag1S2Sb1,icsd_094647,-3.5102165625
Na2Pt1Se2,icsd_040429,-3.5099631000000002
Li5N2Na1,icsd_092313,-3.509393125
Au1Ba1Sb1,icsd_280954,-3.50914116667
Mg1Pd1Sb1,icsd_044825,-3.50913266667
Ga2Li1Pt1,icsd_106717,-3.50866425
Ge2Li4Zr1,icsd_099161,-3.50850014286
Cd1N1,icsd_183198,-3.5083205
Ba1Mg2Si2,icsd_025311,-3.508173600000001
Cl3Ir1,icsd_023171,-3.507837375
Cu1S2,icsd_100510,-3.50769733333
Cu1S2,icsd_053328,-3.5076855000000005
Al2Te4Zn1,icsd_025639,-3.50749414286
Cl4K2Mg1,icsd_004035,-3.50717571429
I4Zr1,icsd_008068,-3.50708416667
S1Zn1,icsd_042806,-3.5068243999999997
S1Zn1,icsd_042783,-3.506820275
S1Zn1,icsd_042189,-3.5068059999999996
Al1Na1Te2,icsd_044701,-3.50671175
S1Zn1,icsd_042799,-3.50657454167
S1Zn1,icsd_107137,-3.50656716667
S1Zn1,icsd_108733,-3.5062745000000004
Cu1O2Rb3,icsd_065446,-3.5062098333300002
Bi1Cu3S3,icsd_023645,-3.50572378571
Pd3Rb2Se4,icsd_648726,-3.50571805556
Pd3Rb2Se4,icsd_033895,-3.50570711111
S1Zn1,icsd_042797,-3.5056983333300002
Cu3S3Sb1,icsd_403113,-3.50562885714
As1Cu3S3,icsd_033588,-3.5054884642900004
Al1Li2Pt1,icsd_105506,-3.5052550000000005
Na4Se4Sn1,icsd_072384,-3.50468338889
Bi1K3Se3,icsd_078841,-3.5045639642900004
Cl3Ir1,icsd_025716,-3.5038981875
Ag2Ba1Ge1Se4,icsd_411405,-3.503161
Be1Li1Sb1,icsd_616318,-3.503135
As1Rb3Se16,icsd_405959,-3.502597275
Ba3I2Si1,icsd_091132,-3.50142329167
Cu3S3Sb1,icsd_074901,-3.50005944643
As1Cu1Se2,icsd_042884,-3.498474
Na4Si2Te5,icsd_038049,-3.49820464773
Ag4S8Sn3,icsd_164440,-3.4981327000000006
Ni1Pd2Te2,icsd_416512,-3.4978123
Al2Na2Sb3,icsd_052628,-3.4965163392900003
Br12Te1Zr2,icsd_069976,-3.49649483333
Al1Cl4Te2,icsd_010322,-3.49637326786
As2Pt1Rb2,icsd_107529,-3.4961273999999998
Bi1Pd3,icsd_058839,-3.4958044375
Br1Cd1S2Sb1,icsd_171723,-3.4944631
Ba1Cd2P2,icsd_030915,-3.4943084000000004
As2K2Ni1,icsd_300120,-3.4934847
Au1Sb3,icsd_043504,-3.49314625
Bi1K2Rb1Se3,icsd_085412,-3.49299889286
Rb3Sb1Se4,icsd_404081,-3.4924530625
Be1Pd3,icsd_107610,-3.4922745
Ca1Cd2P2,icsd_100063,-3.4919602
Cu2Ge1Se3,icsd_070056,-3.4904228333300003
As1Cl13Nb1P1,icsd_025110,-3.49018746875
Cl9Mo1P1,icsd_050441,-3.48980068182
Bi1Ga1,icsd_184572,-3.4889245000000004
Cl2Mg1,icsd_051247,-3.48807716667
K2Pd1Se10,icsd_071947,-3.4872407307699995
Ag1Na3O2,icsd_016919,-3.48723916667
Ag2In2Se6Si1,icsd_154635,-3.48721104545
Cd2I1P3,icsd_100816,-3.48679333333
Cd2I1P3,icsd_100881,-3.4867875
As2B1Rb3,icsd_402082,-3.48642666667
As2Cd1,icsd_609931,-3.4847865
Cl6Ir1K3,icsd_063454,-3.484308275
Cd1In2Se4,icsd_151954,-3.48423571429
As1Cu4K1S4,icsd_075430,-3.48420575
Ca1Si1Sr1,icsd_172005,-3.48213158333
Ca2Ge1,icsd_044854,-3.48201491667
Ga1K3Se3,icsd_300170,-3.48186885714
Si3Sr5,icsd_409376,-3.481442875
Cd1In2Se4,icsd_620044,-3.48137485714
Ag2Ba1Hg2O4,icsd_040835,-3.4808707222199993
Na3Sb1Se4,icsd_065141,-3.479837375
Li3P1,icsd_240861,-3.4790360000000002
In4Se3,icsd_023465,-3.47873457143
K3Li1Si4,icsd_061215,-3.47866028125
Cd1In2Se4,icsd_065798,-3.47792842857
I4Zr1,icsd_062243,-3.47632205
Ag1Bi2Cl1Se3,icsd_412371,-3.47609621429
Na1O1Rb1,icsd_061092,-3.47584333333
Cl2Mg1,icsd_051246,-3.47424316667
Al2Cl8Cu1,icsd_054066,-3.4733615909099997
Al2Cl8Cu1,icsd_080107,-3.4732905909099996
Ag1K1P1Se3,icsd_165360,-3.4731989999999997
In2Se3,icsd_640492,-3.4722693999999996
Cl9P1V1,icsd_001047,-3.4720203636400004
Cl4Mg1Na2,icsd_069343,-3.47101635714
Cd1Hg1O2,icsd_074848,-3.4709964999999996
Hg1O2Rb2,icsd_066276,-3.469839
Hg1O2Rb2,icsd_025514,-3.4698344
As1Pd5,icsd_660069,-3.4695245000000003
Au1Be5,icsd_611643,-3.46906333333
Pt3Te4,icsd_077983,-3.4687238571399996
Al1Li2Rh1,icsd_105508,-3.468611
As2Rb2Sn1,icsd_071223,-3.4671513
Hg3K2S8Sn2,icsd_281505,-3.46679156667
Br5Nb1,icsd_067298,-3.4667399583300003
Br5Nb1,icsd_409917,-3.46596391667
C1Cl4,icsd_246796,-3.4657107000000003
As6Cu7Se13,icsd_015235,-3.465497
Pd3S1,icsd_024347,-3.464519125
Cu2Fe1Sn1,icsd_151206,-3.46431025
Ag1Ca1P1,icsd_010016,-3.46428944444
Rb1S1,icsd_073176,-3.46340866667
Al1K3P2,icsd_300130,-3.46337747917
Cl2Mg1,icsd_051244,-3.46324283333
Ba11Cd6Sb12,icsd_418886,-3.4629931379300003
In2Li1Ru1,icsd_639896,-3.46158575
Rb3Sb1Se3,icsd_089608,-3.46025957143
Al2Cd1Te4,icsd_025640,-3.459919
Ga1Na3Se3,icsd_300164,-3.45946342857
Rb1S1,icsd_073175,-3.45943925
I3Nb1Te1,icsd_035377,-3.4593651
P2Pd15,icsd_001096,-3.4586968235300004
Ca1Cu4P2,icsd_062553,-3.4586022142900004
Bi1Ca1Li1,icsd_616539,-3.45833933333
Ag2Ge1K2S4,icsd_170843,-3.45678483333
Ag2P1S3,icsd_024782,-3.45663608333
Cu1In2Se4,icsd_183470,-3.45582257143
Bi3Sr5,icsd_617154,-3.4555224375
Cd2P2Sr1,icsd_030912,-3.4552339999999995
Co1Na6S4,icsd_082348,-3.4551668181800004
Hg3Rb2S8Sn2,icsd_085599,-3.45464473333
Co1Na6S4,icsd_624260,-3.45414354545
Cl5Pb1Rb3,icsd_089570,-3.45352283333
Ba1I2,icsd_079893,-3.45334408333
Ba3Ge1I2,icsd_091133,-3.45068754167
As1Li1Mg1,icsd_107954,-3.4505373333300002
Li1Mg1Pt1Sn1,icsd_104749,-3.45000175
Al1Au3O4Rb8,icsd_411730,-3.44958409375
Ga1Te1,icsd_153456,-3.44949491667
Cu7P1S6,icsd_628639,-3.4493456607099997
Ag5Ge1O4,icsd_072317,-3.449130925
Cu8S6Si1,icsd_628854,-3.4482257000000005
Bi18Cd4Sr21,icsd_173284,-3.4472414186
Cu2Hg1S4Sn1,icsd_627929,-3.447052875
Ba1I2,icsd_036210,-3.44700855556
As4K4Sn1Sr2,icsd_411104,-3.4469988484800007
Cl8Ge3,icsd_086673,-3.44598595455
Ga1Te1,icsd_043328,-3.44551875
Cu1Mg1P1,icsd_008221,-3.44462433333
Cd1In2Se4,icsd_052811,-3.44438014286
Cl3N1Se2,icsd_071902,-3.44432041667
Bi1Ca2,icsd_042136,-3.44424766667
Al2Sn2Sr3,icsd_009564,-3.443599
Ge8Li7Rb1,icsd_411606,-3.4431806875
Bi2I1Te1,icsd_153858,-3.443110125
Ba3Cd2Sb4,icsd_173685,-3.44228666667
Pt1Rb2Se2,icsd_040431,-3.4421366
Cl9Te1W1,icsd_410945,-3.44190731818
Ag2Ba1Se4Sn1,icsd_170856,-3.44168725
Cl3Ga1Li1,icsd_202641,-3.4409123
Cl3N1Se2,icsd_084030,-3.44068366667
Li1Pt2,icsd_104778,-3.4405803333300002
Ag1In3K2Se6,icsd_054859,-3.4405240625
Ag1In3K2Se6,icsd_281196,-3.4404884375
Cu3S3Sb1,icsd_053332,-3.4401905357099998
Ba5Ge3,icsd_409375,-3.439555125
K6Pd1Se20,icsd_044931,-3.439438629630001
Ba3Li1N1,icsd_245652,-3.4392258
Ba1Cu1Sn2,icsd_058647,-3.43899075
Br3Ca1In1,icsd_054138,-3.4386671000000004
Bi1I1Se1,icsd_163218,-3.43844758333
Bi1Rb3Se3,icsd_085411,-3.43815292857
Ga1Sn1Sr1,icsd_066003,-3.4379480000000004
Al1Cl4Cu1,icsd_165607,-3.43696829167
In3Na7Se8,icsd_300178,-3.43691513889
Ga1Ge1Li1,icsd_025310,-3.43688283333
Bi5Cl12Ga3,icsd_081468,-3.4355125
Bi5Cl12Ga3,icsd_414089,-3.43521475
Bi3Sr5,icsd_617155,-3.43518859375
Cl3P1,icsd_032027,-3.4346885625
I3Li1Sc1,icsd_073339,-3.4346288
Al1Cl4Cu1,icsd_035050,-3.434389
Ag2As3Rb1Se6,icsd_088005,-3.43378866667
Br2Ca3Si1,icsd_089537,-3.4336
In2N1Sr4,icsd_062536,-3.43309614286
Rb2S4Zn3,icsd_602243,-3.43297916667
Ga1Li1Te2,icsd_162673,-3.432339375
Sb2Sn1Zn1,icsd_042669,-3.431847125
Cl4Ga1Li1,icsd_060849,-3.4316312083300002
As5K6Sn3,icsd_071009,-3.4315400892900003
Cl1K1,icsd_028938,-3.4307269999999996
As2Ba1Zn2,icsd_012146,-3.4267464
Br1Cl1Pb1,icsd_045881,-3.42665908333
Pd1Te1,icsd_042553,-3.42653725
Pd1Te1,icsd_659960,-3.426536
Cu1Na3Se4Sn1,icsd_084299,-3.42503436111
As2Ca1Zn2,icsd_100064,-3.4250203999999997
As2K2Pd1,icsd_032009,-3.4241896
Cu1In1Se2,icsd_250247,-3.424174125
Cu1In1Se2,icsd_154409,-3.424060625
As4Cu3,icsd_041169,-3.42401564286
Pd7Se4,icsd_077897,-3.4238779999999998
As1Na1Sr1,icsd_402448,-3.42378322222
Si3Sr5,icsd_160105,-3.42357075
Cu2Se3Sn1,icsd_097966,-3.42314491667
K2O1,icsd_060438,-3.422942
B1Br3,icsd_173374,-3.422845625
Ga7Te10,icsd_400668,-3.4226413235299997
Ga1Ir1Li2,icsd_106708,-3.4217254999999995
Cl9Nb1Te1,icsd_410950,-3.4208415909099994
As2Mg3,icsd_043990,-3.4207018
Cu3N1,icsd_167836,-3.420665
Ca1Mg1Si1,icsd_158276,-3.42062858333
K7Li1Si8,icsd_061216,-3.4202526093700003
Ba1Mg2Sb2,icsd_100047,-3.4202476
Ga1K1Sb2,icsd_300202,-3.4201079218799997
Cl8Fe1P1,icsd_022232,-3.41771495
Ca1Cu2Ge2,icsd_081757,-3.4171132000000006
In1Sb1,icsd_010022,-3.4171085
Ca2Cd1Sb2,icsd_173172,-3.4151161
K3Si1Te3,icsd_001238,-3.4148382857099997
Na2S2Zn1,icsd_033235,-3.4132562999999996
Br3Fe1,icsd_076421,-3.412161375
Cl6K2Ru1,icsd_076275,-3.41211866667
Cl6K2Ru1,icsd_008055,-3.4121092222200002
Cl3Ir1Te6,icsd_423672,-3.4117013
Al1Ge1Na1,icsd_010147,-3.41163266667
Cl9Nb1Te1,icsd_410946,-3.41047036364
Br1Cu6P1S5,icsd_089450,-3.41037334615
As1I1Se1,icsd_200799,-3.41033158333
K1Sb1Sn1,icsd_040816,-3.41025216667
Au1Ca1Sb1,icsd_052662,-3.41016016667
Ge1Na5P3,icsd_655236,-3.41015316667
Ag1In1S2,icsd_605417,-3.409582
Ag1In1S2,icsd_052577,-3.409550375
Ag1In1S2,icsd_605407,-3.409522375
Ag1In1S2,icsd_605418,-3.4095175
Bi1Cl2Cu1S1,icsd_413289,-3.4095023999999996
Ca1Cu1Sb1,icsd_042137,-3.4089455
Ca1Cu1Sb1,icsd_659589,-3.40893283333
Au1O1Rb1,icsd_409552,-3.40889266667
Cl4Ga1K1,icsd_281297,-3.40880908333
Li1Na1Se1,icsd_067359,-3.4086995833300002
Ba2Bi1,icsd_002141,-3.408121
Ga2Hg1Se4,icsd_083712,-3.4068449999999997
As2Ga1K2,icsd_300142,-3.406533125
Ag1In1S2,icsd_605420,-3.4064444375
In2Se3,icsd_108563,-3.40591743333
Ba1Cu1Sb1,icsd_057020,-3.4054260000000003
I3Ti1,icsd_422868,-3.40523425
Ag2As3K5Se9,icsd_082637,-3.4041138947400005
In1Sb1,icsd_156995,-3.40402125
In1Sb1,icsd_044642,-3.4003370000000004
Al1Cu1Te2,icsd_028735,-3.40023625
Ba2Si1,icsd_052698,-3.40015916667
Br2Co1,icsd_052364,-3.39969266667
Li1Mg1Pt1Sb1,icsd_044809,-3.39900875
Cl4Ga1Rb1,icsd_409650,-3.39896341667
I3Ti1,icsd_173786,-3.3972665
Ba3Sn2,icsd_424098,-3.39709065
I3Ti1,icsd_023172,-3.3969305
In1Sb1,icsd_157947,-3.3967864999999997
Al3Li8Si5,icsd_051446,-3.39659775
Pd1Te2,icsd_649016,-3.39550766667
Pd1Te2,icsd_042555,-3.39532366667
Ag1Ba1P1,icsd_041706,-3.39420233333
As2Mg3,icsd_025504,-3.3940008
Bi1In1,icsd_106325,-3.39324525
Ag1Be12,icsd_109313,-3.3932319230799997
K6Mn1Te4,icsd_065452,-3.3924890909099994
Cu2Ge1Se4Zn1,icsd_093409,-3.3924684999999997
As2Ba1Zn2,icsd_417000,-3.390887600000001
Ba2Bi2Zn1,icsd_421424,-3.3900464999999995
Cu1K1Pd1Se5,icsd_281423,-3.3893214375
Cu3P1Se4,icsd_002856,-3.3893044375
Bi1In1,icsd_616703,-3.38925375
Cl5K2Sb1,icsd_006059,-3.3892050625
Cl3K1Ni1,icsd_167455,-3.3886345999999996
Cl6Ga1N1Se2,icsd_071903,-3.388599125
Cl1Na1,icsd_018189,-3.388185
Cl1Ga1Te1,icsd_015582,-3.38786141667
As1Ca1Rb1,icsd_409177,-3.3878125
Li2Pd1Sb1,icsd_044816,-3.38739275
Cd4K6Se13Sn3,icsd_413739,-3.38659488462
Ba1Cd1Sb2,icsd_052683,-3.3851864999999997
Br3Mo1Te6,icsd_082246,-3.384959425
Na1Si1,icsd_409953,-3.384679375
Br6Pb4Se1,icsd_021039,-3.3846690909099997
Mn1Na6Te4,icsd_065451,-3.38443968182
Be1Br2,icsd_092584,-3.3842438333300002
K1Li1Se1,icsd_067277,-3.38381683333
Cl6K2Sn1,icsd_001670,-3.3837655
Cd1S2,icsd_620305,-3.38369966667
Cl3Ni1Rb1,icsd_060261,-3.3836203
Bi7Br8Rh1,icsd_406636,-3.3834634218799997
Na1Si1,icsd_174082,-3.3834219375
Co1Na6Se4,icsd_068604,-3.3833434090900005
Co1Na6Se4,icsd_082351,-3.3833416818199997
Bi1Li1Sr1,icsd_058800,-3.38290558333
Ag3As2K1S5,icsd_082638,-3.38164236364
Na6S4Zn1,icsd_033236,-3.3803564090900005
Be2Cl6Te7,icsd_391156,-3.37990603333
Cu1Pd1Rb1Se5,icsd_281424,-3.3784866875
Cl6K3Rh1,icsd_073586,-3.3784328
Ca1Mg2Sb2,icsd_100045,-3.3779542
Cl6K2Sn1,icsd_001669,-3.37675922222
As1Na1,icsd_182159,-3.3765753125
K2Se5,icsd_072380,-3.376464
Pd3Te2,icsd_087915,-3.3764513999999997
Pd3Te2,icsd_077902,-3.3764212999999996
As1Na1,icsd_182158,-3.375864375
Ga3Na1Te5,icsd_402329,-3.37434798148
Ca1Ge1Sr1,icsd_172006,-3.37430466667
Cl6Rb2Sn1,icsd_065060,-3.37308388889
